,,,,,,,,,,,,,,x,,,,,,,,,,,,
40.627,51.22,54.578,55.411,55.163,53.047,52.335,48.727,42.811,2.848,3.0211,2.9758,3.0802,3.1166,3.0126,2.8809,3.0655,0.0010873,0.00098781,0.00075723,0.00095352,0.00063992,0.0014788,0.0013987,0.0018623,0.00084964,0.0018663
40.176,51.358,50.277,51.11,55.406,52.934,54.646,52.087,45.002,2.9885,3.0252,3.1349,3.0985,3.1023,3.0092,3.0387,3.0676,0.00081517,0.0018667,0.00050599,0.0015178,0.00086245,0.0013329,0.00075016,0.00097087,0.0015319,0.001466
46.561,50.411,53.322,52.52,53.693,54.897,53.816,50.939,44.386,3.0503,3.0841,3.0835,3.0738,3.042,3.0603,3.1395,2.8922,0.0012759,0.001192,0.00092611,0.001669,0.00080006,0.00076307,0.00073697,0.00062588,0.0015125,0.0010643
43.216,50.464,52.659,56.483,57.048,54.86,55.393,48.017,41.72,3.062,3.0502,3.0598,3.127,3.0911,3.1322,3.1055,3.0545,0.00073322,0.0011038,0.0020085,0.0014668,0.00051827,0.0013281,0.0014405,0.001216,0.00056003,0.0014009
42.865,49.698,55.307,55.264,55.476,53.995,50.132,50.121,43.448,3.0243,3.0642,3.0536,3.0468,3.0321,2.9596,2.988,2.9797,0.00075812,0.0012792,0.0016256,0.00042979,0.00092815,0.001312,0.00056836,0.0019307,0.0018291,0.00092937
45.504,49.267,52.11,52.496,55.676,55.604,54.585,49.877,44.78,3.1014,3.074,3.0792,2.9885,3.0742,3.0357,3.0757,3.0116,0.0013816,0.0010197,0.00082258,0.0011124,0.0020084,0.0013274,0.00085438,0.0010448,0.0010334,0.00079715
42.18,50.718,52.467,54.038,56.442,54.666,52.015,48.971,46.022,2.9149,3.0678,3.0885,3.1225,2.9999,2.9839,3.0917,3.0759,0.0012543,0.0014931,0.0012886,0.0014164,0.0011112,0.00084304,0.0018826,0.00051405,0.0012043,0.00082339
44.814,50.77,51.431,54.357,55.623,54.394,54.498,52.747,46.262,3.0847,3.0291,3.0236,2.9583,3.0232,2.9459,3.0872,2.984,0.0011385,0.000701,0.00099317,0.0014776,0.00090878,0.00027151,0.00062528,0.00078309,0.0019216,0.00094324
47.989,51.224,53.445,53.262,53.011,56.213,52.363,49.489,43.137,3.0362,3.0095,3.0885,3.1256,3.0515,3.0149,3.0535,2.936,0.00054343,0.0019455,0.00092521,0.0010695,0.0020557,0.0006564,0.0019317,0.0019875,0.0016048,0.0019612
42.736,52.503,52.212,54.876,53.495,56.344,54.463,50.948,44.757,3.0586,3.0519,3.0906,3.1114,2.9997,3.0862,3.0305,2.9721,0.0013629,0.00092502,0.0015552,0.0022994,0.0019652,0.0010199,0.001525,0.00048241,0.0011092,0.001001
42.108,51.224,53.345,55.577,55.116,54.893,51.352,51.832,42.835,2.9141,3.0033,3.0279,3.0618,3.0476,3.021,3.1251,2.9957,0.00040363,0.00048001,0.0012055,0.00074437,0.00071488,0.00071309,0.00097771,0.00062875,0.0017472,0.0011668
46.221,48.999,53.4,53.692,56.478,53.34,51.631,50.56,45.1,3.0708,3.0607,3.0562,3.0603,3.0822,3.0873,3.0386,3.0064,0.00091123,0.0011665,0.00088496,0.00050161,0.0015179,0.0015107,0.0013363,0.0010584,0.0008301,0.0013375
49.393,51.112,52.187,53.348,53.707,56.357,54.331,52.36,42.272,2.9921,3.0316,2.9026,3.0125,3.0172,2.9774,2.9797,3.0066,0.00061009,0.0014035,0.00078855,0.0012095,0.0012637,0.00052315,0.00062056,0.0004237,0.00070375,0.0017095
44.163,54.226,53.332,53.483,53.272,53.282,53.404,50.6,42.46,3.0283,2.9513,3.0223,2.9881,3.0048,3.0662,2.992,3.0766,0.0012383,0.0018906,0.001172,0.0010014,0.0013218,0.00073419,0.0012319,0.0019283,0.001034,0.00097118
41.965,50.008,53.58,53.822,55.151,55.825,55.655,50.234,46.536,3.0626,3.0133,3.0393,3.1057,3.0701,3.0854,3.1123,3.021,0.00074747,0.0021947,0.001387,0.00075303,0.00057581,0.0012174,0.0013943,0.00085665,0.00073536,0.0016861
45.799,52.554,55.164,53.213,53.625,53.346,50.949,51.356,46.924,3.0198,3.0011,3.1,3.112,3.0796,3.041,3.08,3.0256,0.00055898,0.0012911,0.0015331,0.00034049,0.00063085,0.0017939,0.0016295,0.00065177,0.001341,0.0015295
45.289,50.685,53.67,53.96,54.338,54.152,52.68,51.658,45.338,3.07,3.0137,3.0343,3.075,3.0644,3.0296,3.0449,2.9525,0.0017208,0.0019331,0.00075406,0.0010773,0.00087737,0.0014381,0.00075193,0.00028303,0.0014781,0.00071303
42.318,53.258,53.513,53.416,53.872,53.051,53.411,49.612,43.878,3.0416,3.0289,2.9993,3.0558,2.9928,3.0624,3.1154,3.0751,0.0016182,0.00056318,0.0018338,0.0011611,0.0010984,0.0011972,0.0013316,0.00048344,0.0021004,0.0012979
47.278,52.21,50.988,53.615,54.38,55.335,51.127,52.59,45.812,3.1049,3.0204,3.0561,3.0691,3.0118,3.0825,2.9859,2.9863,0.00026564,0.00058573,0.0010636,0.0010482,0.001209,0.0012079,0.0013885,0.00068149,0.00078779,0.0015053
42.178,53.201,55.163,53.286,52.789,51.802,52.938,51.968,45.756,3.0354,3.032,3.0736,3.0759,3.1084,3.0434,2.9988,3.0315,0.0010639,0.0021687,0.00098932,0.00057494,0.00032847,0.00032475,0.0012458,0.0016847,0.00031262,0.0021372
43.373,51.637,53.138,55.01,53.54,53.54,55.282,50.68,44.72,3.0421,3.1203,3.1201,3.0959,2.9701,2.9296,3.0611,3.0403,0.0011001,0.00067723,0.0011891,0.0014292,0.00080745,0.00068578,0.00069753,0.0018011,0.0012191,0.00099223
42.133,49.083,53.871,56.384,54.125,53.993,52.871,51.441,43.021,3.0592,2.9967,3.0635,3.0855,3.1114,3.0921,3.0723,3.0528,0.0012292,0.00096335,0.002022,0.00038668,0.00090006,0.0004939,0.00074837,0.00080048,0.00087467,0.00083391
45.815,51.774,54.885,53.752,55.127,53.017,51.595,51.538,48.125,2.9871,3.0084,3.0498,3.0559,3.0844,2.9874,3.0739,2.9385,0.00086886,0.00051911,0.00061548,0.00083616,0.0011174,0.00081872,0.00076045,0.0014101,0.00092827,0.0019598
47.217,50.615,52.602,53.728,54.272,54.885,52.965,51.095,42.163,3.0069,2.9999,3.0268,3.1078,3.1097,3.0363,3.0294,3.0321,0.00076134,0.00053129,0.00062971,0.00053021,0.0008131,0.0012101,0.00068562,0.0011701,0.00068735,0.00022276
42.574,48.59,53.918,55.321,54.692,53.902,54.147,51.91,44.095,2.8756,3.0908,3.0658,3.0769,3.0922,3.076,3.0828,3.0636,0.0004076,0.00083747,0.0014382,0.0010232,0.00073073,0.0014723,0.00059413,0.0010883,0.00085888,0.00072168
44.445,48.107,53.705,54.354,54.031,52.817,52.037,49.981,45.65,2.9328,3.076,3.0847,3.1316,3.096,3.0447,3.06,2.9727,0.0016441,0.00089685,0.0010229,0.0018615,0.0010148,0.0005873,0.0010646,0.00084866,0.0011778,0.0011513
45.862,48.407,52.415,52.999,54.029,55.902,53.756,50.14,44.072,3.0176,2.9976,3.0925,3.0091,3.0024,3.0917,3.0541,3.1081,0.00095483,0.0011832,0.0012317,0.00057558,0.0006544,0.0006493,0.00077495,0.00051448,0.0016517,0.00047516
44.532,50.617,52.441,53.342,53.451,53.539,54.181,53.512,43.655,3.0215,3.0262,3.1023,3.1296,3.0549,3.027,3.0845,3.0196,0.00084972,0.00051375,0.0010298,0.00097506,0.0011543,0.0012451,0.00095,0.0014305,0.00088115,0.00045367
45.145,51.08,51.198,52.531,52.352,54.919,52.528,50.901,48.116,3.133,3.0403,3.1037,3.0594,2.9738,3.0114,3.0963,3.0014,0.0014677,0.00094055,0.00093676,0.00099007,0.00068572,0.0013798,0.001112,0.00055842,0.0013555,0.00062711
39.021,52.424,55.616,55.264,54.095,54.427,53.059,50.388,47.608,2.9006,3.0771,3.0297,3.0893,3.0178,3.0875,3.0386,3.0681,0.0017769,0.00042079,0.001572,0.00076498,0.00062498,0.00078899,0.0008738,0.00047117,0.0010564,0.0014509
42.38,54.098,53.795,55.456,54.176,52.287,53.003,51.805,49.664,3.0395,3.0591,3.0877,3.0356,3.0359,2.959,3.0233,3.0678,0.00053018,0.0013419,0.002039,0.0012132,0.00051977,0.00074258,0.00074529,0.0010175,0.00069767,0.0013851
42.175,51.956,55.223,53.789,52.989,54.439,53.523,49.303,45.474,3.0804,3.062,3.0926,3.0902,3.0707,2.9691,3.1102,2.9026,0.0018115,0.00099075,0.00075279,0.00098231,0.00097453,0.00046622,0.00084773,0.00095926,0.0010153,0.0012594
44.984,49.47,52.64,54.974,53.917,51.935,53.326,50.137,41.292,2.8792,3.0488,2.9744,3.0127,3.0793,3.1134,3.0909,3.0467,0.00035397,0.0015219,0.00069522,0.00077494,0.00081122,0.0017203,0.00081998,0.0012051,0.0017009,0.0010466
44.046,48.862,54.892,52.168,55.73,55.627,54.121,50.068,40.619,2.9685,3.0443,3.0721,3.0638,3.0455,3.0143,3.0412,3.0016,0.0021433,0.00166,0.00075483,0.0015732,0.0011864,0.0014938,0.0012616,0.00046417,0.00095752,0.0020984
44.524,50.617,51.413,53.331,55.023,53.866,54.688,53.909,46.166,3.03,2.934,3.0184,3.1019,3.0574,3.0405,3.0175,2.9749,0.0016503,0.00039638,0.002478,0.0011915,0.00076636,0.0015133,0.00034585,0.0017012,0.001039,0.0019599
49.087,52.049,52.081,54.378,55.087,56.517,51.892,48.984,37.838,2.9826,3.0786,3.0723,3.0787,3.0945,3.0725,3.0673,2.9558,0.00039359,0.0011122,0.0014077,0.0014537,0.001339,0.00067176,0.00042732,0.001235,0.00083369,0.0010228
43.181,50.178,55.288,55.245,53.469,53.718,55.799,50.499,40.811,2.8876,3.0515,2.999,2.9998,3.0483,3.0836,3.099,3.1212,0.0016262,0.0011649,0.0008073,0.00061538,0.0010735,0.00087148,0.00075012,0.00083693,0.0011368,0.001694
42.387,51.515,52.694,55.256,55.854,52.789,52.184,51.095,43.162,2.9097,2.8952,3.0689,3.0156,3.076,3.0306,2.9958,3.0289,0.00023079,0.00074671,0.0009298,0.00078197,0.00038436,0.0013889,0.00071481,0.00038332,0.0015769,0.0013261
45.746,50.7,53.368,54.968,56.053,55.32,51.696,50.807,39.68,2.9992,3.024,3.0847,3.0662,3.082,3.0934,3.0896,2.9686,0.0012762,0.0014421,0.00068946,0.00057413,0.00068266,0.00077961,0.0010178,0.0014743,0.00023894,0.0012602
43.43,51.242,50.88,56.512,53.72,53.592,50.768,49.792,45.297,2.9721,3.0959,3.0218,3.0891,3.0533,3.1125,3.0807,3.0428,0.0016049,0.001344,0.00036137,0.00080032,0.0010656,0.0015107,0.00046431,0.00044298,0.00037473,0.00065078
43.059,52.037,53.278,53.543,54.874,55.89,53.47,50.499,39.884,2.8647,2.9686,2.9717,3.1065,2.928,3.0105,3.0443,2.9434,0.0014165,0.0015284,0.00090105,0.0007895,0.0008423,0.0009107,0.0011489,0.0013644,0.0006595,0.001745
45.899,49.812,53.237,53.384,53.716,55.34,54.704,51.461,43.684,2.8665,3.0959,3.0427,3.0923,3.0469,3.1086,3.0285,3.0402,0.00064869,0.0012991,0.0016923,0.0010745,0.00053376,0.0008745,0.00097428,0.0019994,0.0010266,0.00083133
40.711,49.53,53.245,52.532,56.337,54.879,50.837,49.327,41.099,3.0613,3.0903,3.0699,3.1261,3.0428,3.0505,3.017,3.0245,0.001258,0.001421,0.00096032,0.00082545,0.0010995,0.0014251,0.00094186,0.00047693,0.00042927,0.001328
42.014,52.514,53.592,54.056,53.939,55.046,53.674,51.189,43.561,2.837,3.0553,3.0544,3.1141,3.0634,3.1097,3.008,3.0351,0.0018376,0.0010477,0.0017961,0.0010283,0.0011572,0.00028984,0.00089327,0.00087031,0.0013286,0.0011011
44.621,52.091,53.469,54.28,53.925,54.428,55.244,52.229,43.107,3.0177,3.0894,3.1257,3.0704,3.041,3.0005,3.0435,3.0374,0.0012483,0.0017813,0.00099725,0.00065703,0.00040839,0.0011382,0.0011472,0.0013226,0.00089346,0.0012348
39.277,50.696,53.375,54.84,54.564,52.657,52.965,50.321,46.866,2.9677,2.9393,3.042,3.0054,3.0073,3.0251,3.0069,2.9974,0.00098549,0.0011356,0.00051433,0.0010828,0.00070755,0.00072981,0.00053039,0.00086221,0.0012412,0.00038608
43.678,54.146,53.158,55.878,52.145,53.025,53.592,49.771,42.669,2.9757,3.0728,3.0038,3.112,3.0527,3.1003,3.0695,2.9911,0.0013195,0.00093187,0.00094062,0.00092412,0.0016985,0.00082469,0.0011692,0.0015184,0.0015687,0.0010209
42.442,49.415,53.133,55.913,54.239,52.891,53.841,51.519,44.596,2.8425,3.0298,3.0458,2.9978,3.065,3.1032,3.0247,3.0194,0.0011191,0.0017305,0.00059082,0.00069056,0.0012326,0.001338,0.0017602,0.00075313,0.0014365,0.0013238
42.676,50.146,53.293,54.556,53.908,53.876,52.542,52.695,41.182,3.0432,3.1009,3.0842,3.1068,3.0895,3.0462,3.0789,3.053,0.0011779,0.0013941,0.001153,0.0022888,0.00073865,0.0012848,0.0016924,0.00072387,0.0013744,0.0011778
46.317,49.61,55.584,54.523,53.384,54.263,53.134,52.029,45.159,2.8805,2.8135,2.9859,3.0883,3.0402,3.0064,3.0789,3.0892,0.0020095,0.00067919,0.0010935,0.00069326,0.0012683,0.0015793,0.0017024,0.00065899,0.001019,0.00092878
45.926,51.995,52.89,52.841,53.141,52.363,56.29,50.807,43.017,3.0412,3.092,3.1053,3.128,3.0966,3.1022,3.1118,2.9781,0.00086581,0.00034048,0.0011375,0.00072053,0.00048664,0.0011762,0.00085652,0.00085451,0.00062775,0.0013691
44.504,50.439,54.868,54.436,53.555,54.948,53.807,52.176,48.82,3.089,3.0041,3.0674,3.0797,3.1119,2.974,2.9967,2.9557,0.00056486,0.0010346,0.001909,0.00051261,0.0015092,0.00096837,0.00054719,0.00050842,0.0012404,0.00076383
47.423,49.317,52.991,55.41,53.186,55.169,53.59,50.92,43.801,2.9925,2.9612,3.0552,3.0226,3.0417,3.1169,3.0165,2.9478,0.0008993,0.0010086,0.0013599,0.00037118,0.00062678,0.001648,0.0016434,0.0012598,0.0010527,0.0016569
46.166,53.44,53.16,52.774,53.002,56.598,53.399,51.105,44.26,3.0854,3.0898,3.0944,3.0512,3.0054,3.0784,3.0857,2.9354,0.001211,0.00087297,0.00191,0.00090427,0.0011241,0.0012207,0.00092337,0.0005281,0.00055793,0.0020977
38.998,48.27,52.996,53.898,54.577,53.888,53.527,51.689,44.903,3.0805,3.0454,3.0137,3.0695,3.0878,3.1197,3.0381,3.119,0.002205,0.0018349,0.00075062,0.0014907,0.00037918,0.00056798,0.000267,0.0016189,0.0011804,0.00093899
43.873,49.364,54.058,56.597,55.425,52.272,52.139,50.34,46.873,3.0105,3.0744,2.9908,3.0913,3.0714,3.0867,3.0571,2.9919,0.0016269,0.0006767,0.0021024,0.00061151,0.00075771,0.00078163,0.0011499,0.00077942,0.0018294,0.0018239
46.98,51.998,53.107,52.918,53.178,54.834,53.689,51.913,44.224,3.0019,3.1196,3.0441,3.0789,3.0657,3.0663,3.0703,3.0763,0.00060321,0.00084113,0.002338,0.0010897,0.0014421,0.001411,0.00023195,0.001538,0.0012319,0.0014256
43.55,51.958,54.222,55.962,54.915,54.208,51.564,50.948,45.897,3.0868,2.9728,3.0664,3.0071,3.0177,2.9899,3.0706,3.0642,0.00098811,0.0015812,0.00043456,0.0013178,0.00044234,0.0011121,0.0018243,0.00077552,0.0010261,0.001642
42.567,51.644,54.678,55.803,53.816,54.126,54.039,52.123,41.843,3.0541,3.0789,3.0385,3.0768,3.1079,3.0397,3.0251,3.0517,0.0023137,0.0010226,0.0011749,0.00034566,0.0013022,0.0011297,0.0016275,0.0016896,0.0008581,0.0017502
45.814,52.048,55.473,57.153,55.246,54.391,51.655,49.782,43.777,3.0683,3.0883,3.06,2.9704,3.1143,3.0638,3.0151,3.0428,0.0015287,0.0012634,0.00081954,0.00092571,0.0017546,0.00076504,0.00059998,0.0004265,0.0010534,0.00030921
43.561,49.814,54.187,54.836,52.163,54.42,52.869,49.396,42.624,3.033,3.0381,3.0724,3.0987,2.9533,2.9956,3.0488,3.1131,0.0013923,0.0016927,0.00056875,0.001574,0.0011002,0.00086195,0.00073613,0.00032465,0.00067231,0.0013261
42.934,52.089,54.046,54.194,52.581,53.593,54.193,50.745,46.739,3.0773,3.1166,3.0598,3.047,2.9811,2.9574,3.0797,3.0349,0.0013545,0.00095864,0.0015202,0.00064122,0.0010056,0.0014769,0.0011285,0.0018349,0.0014527,0.00093549
44.448,52.127,53.739,54.032,54.847,53.958,53.41,51.46,49.298,2.885,2.9473,3.1126,3.0674,3.0858,3.0735,2.9936,3.1291,0.0011258,0.00053495,0.0013573,0.0012941,0.001217,0.0016646,0.0010759,0.0010577,0.00034169,0.00049361
45.897,51.234,54.247,51.529,54.769,54.506,52.065,52.322,47.668,2.918,3.0526,3.0798,3.0948,3.074,3.0943,3.0089,2.9729,0.00076656,0.0025924,0.00086356,0.0019355,0.0010039,0.00053889,0.0010615,0.0015395,0.001763,0.00050484
41.918,51.862,53.022,55.129,53.934,52.363,54.789,51.054,44.13,2.8831,3.0011,3.0897,3.1039,3.0435,3.016,3.0455,2.9598,0.0016711,0.0013529,0.00052769,0.00085076,0.0012566,0.0011188,0.0012605,0.00099281,0.00059286,0.0013484
41.91,51.071,53.425,54.906,54.008,53.347,51.641,49.732,45.087,3.0754,3.0294,3.0521,3.0835,3.0163,3.0373,3.1336,3.031,0.00067978,0.00083947,0.0014335,0.001421,0.00033835,0.0010472,0.0012429,0.00087952,0.001035,0.0014065
44.227,50.735,52.533,55.613,53.972,55.375,54.398,50.263,42.129,3.0119,3.0396,3.0902,3.056,3.1098,3.0383,3.0827,3.0327,0.0010093,0.00099548,0.0016071,0.0011465,0.00044537,0.00092499,0.00030793,0.0016251,0.0020565,0.0014803
44.426,53.103,53.011,53.23,54.011,54.996,54.323,52.718,47.219,2.974,3.0914,3.1153,3.1113,3.0315,3.1261,3.1209,3.0701,0.00079125,0.0005569,0.00075486,0.0014446,0.0014933,0.0014941,0.00081036,0.00068967,0.0013149,0.00086266
44.263,50.305,53.36,54.283,53.731,54.7,53.652,52.208,43.231,3.0352,3.0795,3.0953,3.028,3.1052,3.066,3.0636,3.0717,0.00068488,0.00096897,0.0013613,0.0007666,0.0013869,0.00073028,0.00029126,0.00045478,0.0015728,0.0014401
44.12,45.902,52.158,54.139,53.741,55.525,52.07,51.336,48.994,2.9741,2.9533,2.974,3.0428,3.0595,3.0933,3.0824,3.1067,0.0012696,0.0020786,0.0013928,0.0013369,0.0014088,0.00081184,0.0013205,0.00091127,0.0005199,0.0012555
43.667,50.186,52.528,55.776,55.374,54.794,53.48,50.739,43.45,2.9335,3.0179,3.0582,3.0222,3.0868,2.9901,2.9135,2.9738,0.00086072,0.0017737,0.0015043,0.0016712,0.001482,0.00095473,0.0016538,0.00075387,0.0012985,0.00065187
46.391,49.111,52.654,54.928,54.05,55.365,55.238,51.434,43.366,3.0256,3.0111,3.0777,3.0548,3.1159,3.1203,3.0287,3.0689,0.00033579,0.0019817,0.00066659,0.00055143,0.00034169,0.00091853,0.00030086,0.00085666,0.0016118,0.00054318
48.566,51.143,52.213,53.855,53.139,54.632,55.298,49.287,39.706,2.9775,3.0979,3.0728,3.0566,3.0455,3.0591,3.0479,3.053,0.0011903,0.00071898,0.00077662,0.0018713,0.0011979,0.0010309,0.00072979,0.00096112,0.00083833,0.00085808
44.928,50.86,53.056,55.34,55.218,51.901,53.387,52.244,43.816,2.9532,3.0429,3.0846,3.0199,3.0668,3.0511,3.0353,2.9425,0.00094016,0.001809,0.0012959,0.0014023,0.0008821,0.00077327,0.00077418,0.00045049,0.00081373,0.001203
44.604,50.347,53.763,54.899,53.242,54.918,54.298,50.718,38.084,3.0136,3.018,3.0627,3.1124,3.0896,3.1045,2.9833,2.9771,0.00072971,0.00092975,0.00099133,0.00069671,0.00085946,0.0012239,0.00017749,0.001232,0.00049576,0.00079802
42.174,49.634,51.3,55.508,56.836,56.227,52.196,49.957,43.435,3.0049,3.0676,3.0006,3.0687,3.0192,3.104,3.1093,3.0572,0.0014614,0.0016001,0.0006896,0.0012522,0.00079206,0.00075519,0.0015335,0.0014797,0.00071773,0.00086111
44.16,52.82,53.283,53.045,53.034,55.453,53.203,50.605,41.332,2.9282,2.9887,3.0364,3.0685,3.0392,3.0894,3.078,2.9266,0.0013308,0.00088267,0.0012853,0.0011556,0.0012413,0.001768,0.0011199,0.00070859,0.0013588,0.00068511
47.076,53.774,54.244,55.552,52.573,53.239,52.169,52.993,44.755,3.0576,3.0069,2.987,3.1175,2.9505,2.9266,2.9977,2.9803,0.00033734,0.0015435,0.00049308,0.0010905,0.00060431,0.00060188,0.00098817,0.0012684,0.0018437,0.0013058
42.075,48.773,54.043,56.909,54.304,54.295,53.447,50.033,42.053,2.9542,3.0979,3.075,3.0846,3.0303,3.1326,3.0516,2.9026,0.0010699,0.0015711,0.0011687,0.00076709,0.00085183,0.00054592,0.0007946,0.0017552,0.00078153,0.0016619
43.434,50.76,54.28,53.047,55.145,56.962,52.924,50.708,44.867,3.024,3.0628,3.1115,3.1076,3.1258,3.0861,3.0998,2.9448,0.00082884,0.00039039,0.0023054,0.00074865,0.001805,0.00082624,0.00084494,0.0011396,0.0015976,0.00017714
45.174,50.076,54.189,54.665,56.265,53.711,54.16,52.691,43.58,3.0245,3.0029,3.0436,3.0358,3.0782,3.004,3.059,3.0101,0.0010199,0.00075345,0.0018947,0.00055821,0.00093541,0.00080929,0.00086009,0.0010307,0.00081784,0.00059239
43.198,53.119,55.136,55.578,54.216,53.425,52.179,51.075,39.691,3.0211,3.0453,3.0505,3.0359,3.0691,3.0338,3.1188,3.0756,0.0020163,0.0011012,0.00047564,0.00051476,0.0013404,0.0010149,0.0011036,0.00087177,0.0011735,0.001771
43.09,54.94,54.314,53.981,56.229,53.811,53.137,51.952,44.308,3.0396,3.0144,3.0282,3.0656,3.0223,2.9969,2.9678,3.0672,0.00067232,0.00093024,0.0010056,0.00077112,0.00086286,0.00054072,0.0015013,0.0016008,0.0011696,0.0016064
44.257,49.769,54.416,54.067,55.581,56.297,53.915,53.886,45.065,2.871,3.0404,3.0965,2.9845,3.0575,3.1036,3.1316,3.0382,0.00071078,0.0013986,0.00067642,0.00099826,0.00050204,0.0014937,0.001665,0.0012392,0.0010123,0.0015159
43.064,50.504,54.475,55.124,54.028,54.763,53.036,50.212,44.817,2.9264,3.0109,3.0005,2.9634,3.0295,3.0683,3.0784,3.1238,0.00093345,0.0012657,0.00043258,0.00074168,0.00095044,0.0014717,0.00077125,0.00073087,0.00068991,0.0011589
41.408,49.466,54.178,55.24,54.999,53.685,55.205,52.197,42.689,3.0136,3.0131,3.1091,3.0299,3.0634,3.1019,3.0651,2.9429,0.0012668,0.00083424,0.0013253,0.0011157,0.00099564,0.0013494,0.0016802,0.0011863,0.0010226,0.002929
46.387,49.587,54.175,53.934,52.599,55.016,54.83,53.477,43.788,2.9923,3.0907,3.0786,3.1086,3.0616,3.1075,3.0834,3.065,0.00075189,0.00075998,0.0013431,0.0012273,0.00068243,0.00052574,0.0016018,0.00065793,0.00038206,0.0013131
42.841,51.515,54.172,53.168,54.531,56.469,52.608,51.428,39.856,3.0651,2.9981,3.0539,3.0153,3.1285,3.1278,3.0786,3.0596,0.00089701,0.001475,0.00079053,0.00036246,0.0012327,0.001076,0.00084018,0.0016908,0.00081519,0.00057223
43.324,48.632,54.976,54.884,53.34,53.675,54.973,51.915,42.04,3.0297,2.9599,3.0436,3.0522,3.1281,3.1285,3.0506,3.0565,0.0015739,0.00035611,0.0019965,0.00062697,0.00097915,0.0008556,0.00061526,0.0014507,0.00094801,0.00040223
46.718,50.477,53.545,53.458,54.988,53.932,51.373,49.251,45.656,2.9693,3.1203,3.0593,3.0211,3.0715,3.0927,3.0138,2.8903,0.0014687,0.00090642,0.0013565,0.00080084,0.0011107,0.00055415,0.0017158,0.0013807,0.0017343,0.0014349
45.419,50.463,53.118,54.403,54.419,55.286,51.536,51.115,45.277,3.0208,3.0977,3.0764,3.101,3.0706,3.0925,3.1137,3.0334,0.00092566,0.0019948,0.00059304,0.0011985,0.000539,0.0010067,0.0016409,0.00074423,0.00065768,0.00078749
40.424,50.259,53.836,54.412,56.49,54.671,52.927,49.493,40.858,3.0333,3.0007,3.0796,3.1119,3.0816,3.099,3.1135,3.0071,0.0019145,0.0011812,0.0013031,0.0008733,0.00062274,0.00046027,0.00060847,0.00096029,0.0005054,0.00085215
43.701,49.053,54.856,55.496,55.085,53.481,52.018,49.914,41.388,3.1093,2.9663,3.0601,3.0998,3.0988,3.0206,2.9605,2.9987,0.0020968,0.00082465,0.00096883,0.001848,0.0014459,0.0010172,0.0010554,0.00053045,0.0015236,0.0010508
43.688,50.308,51.855,55.055,55.908,55.913,54.842,50.846,40.304,3.1028,3.1192,3.0672,2.9186,3.0269,3.0957,3.0845,2.9465,0.0022494,0.0013306,0.0018832,0.0014914,0.00056881,0.0010445,0.0015519,0.0009036,0.00047424,0.0014527
44.981,47.845,52.134,54.306,55.849,55.918,53.303,50.962,44.333,3.0218,3.0309,3.0599,3.0862,3.0336,3.0817,2.9739,3.0454,0.002001,0.0010289,0.0010306,0.00085621,0.0017495,0.00079461,0.00070568,0.0019965,0.00077018,0.0013248
44.77,50.488,53.18,53.621,54.611,57.051,55.048,52.705,44.036,3.0364,3.0335,3.0595,3.0831,3.0633,3.0978,3.0828,3.0478,0.0016165,0.0011663,0.00058204,0.0014628,0.0017123,0.0013402,0.00051146,0.00025098,0.0012794,0.0015701
47.949,50.801,52.249,54.938,56.297,53.615,52.943,49.768,40.311,3.0069,3.0466,3.1052,3.103,3.0698,2.9719,3.052,3.0882,0.00097514,0.00045699,0.0017411,0.00087975,0.0012068,0.0010753,0.0013088,0.0017393,0.0013695,0.0019069
44.871,51.894,52.426,52.87,55.386,54.487,55.171,52.209,47.233,2.9737,3.0249,3.0263,3.0384,3.0748,3.0422,3.0598,3.0941,0.0019785,0.0013356,0.00055871,0.0019699,0.0013535,0.0011581,0.001037,0.00068078,0.0010095,0.00083969
46.128,47.988,53.23,54.047,55.972,55.723,55.429,50.723,42.247,2.9803,2.9666,3.1246,3.0653,3.0816,3.0419,2.9399,2.9712,0.0019338,0.0013073,0.0014125,0.0015831,0.0012761,0.00055528,0.0010733,0.0018726,0.0014434,0.0013674
42.039,51.281,53.627,56.09,55.729,52.808,54.027,52.445,45.124,2.9837,3.08,3.1038,3.1192,3.0721,3.086,3.103,2.9461,0.0015722,0.0015819,0.00076493,0.0014769,0.0014113,0.0012358,0.00049039,0.00050667,0.00077206,0.0005459
44.358,52.592,54.091,55.301,56.216,55.743,53.36,49.737,41.434,3.1039,3.1195,3.1047,3.0869,2.9988,3.0163,3.0872,2.9077,0.00082192,0.00087079,0.0012113,0.0014638,0.00038302,0.0013418,0.0013224,0.00091732,0.0013305,0.00095033
43.32,52.43,54.754,53.934,54.483,54.602,52.609,50.837,44.264,2.8259,2.9744,3.0452,3.0949,3.072,3.0825,3.105,3.025,0.00096746,0.00094836,0.0011187,0.0015794,0.0015682,0.00055762,0.0013013,0.00068652,0.0011603,0.001544
43.611,52.127,53.745,52.636,54.27,54.439,54.796,51.674,47.666,3.0522,3.0314,3.1227,3.0572,2.9487,3.0146,3.0889,3.0053,0.0017551,0.001741,0.0011884,0.00078824,0.00050436,0.0014176,0.00054964,0.00061751,0.0015116,0.00070969
